FIPS Code,State,Area name,2003 Rural-urban Continuum Code,2003 Urban Influence Code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 1970","High school diploma only, 1970","Some college (1-3 years), 1970","Four years of college or higher, 1970","Percent of adults with less than a high school diploma, 1970","Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Less than a high school diploma, 1980","High school diploma only, 1980","Some college (1-3 years), 1980","Four years of college or higher, 1980","Percent of adults with less than a high school diploma, 1980","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Less than a high school diploma, 1990","High school diploma only, 1990","Some college or associate's degree, 1990","Bachelor's degree or higher, 1990","Percent of adults with less than a high school diploma, 1990","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Less than a high school diploma, 2000","High school diploma only, 2000","Some college or associate's degree, 2000","Bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18",,,
47125,TN,Montgomery County,3,2,2,2,14815.00,8170.00,2739.00,2580.00,52.30,28.90,9.70,9.10,14710.00,16014.00,6065.00,6219.00,34.20,37.20,14.10,14.50,12835.00,19149.00,16518.00,9565.00,22.10,33.00,28.40,16.50,12509.00,24315.00,27617.00,15382.00,15.70,30.50,34.60,19.30,9090.00,35180.00,43848.00,32983.00,7.50,29.10,36.20,27.20,,,
47127,TN,Moore County,9,8,9,8,1447.00,447.00,144.00,66.00,68.80,21.20,6.80,3.10,1281.00,877.00,264.00,246.00,48.00,32.90,9.90,9.20,1031.00,1149.00,549.00,363.00,33.30,37.20,17.80,11.70,922.00,1574.00,978.00,465.00,23.40,40.00,24.80,11.80,655.00,1912.00,1044.00,942.00,14.40,42.00,22.90,20.70,,,
47129,TN,Morgan County,6,6,2,2,5167.00,1606.00,234.00,220.00,71.50,22.20,3.20,3.00,5668.00,3040.00,451.00,370.00,59.50,31.90,4.70,3.90,4805.00,4236.00,1636.00,409.00,43.30,38.20,14.80,3.70,4845.00,5470.00,2252.00,804.00,36.20,40.90,16.80,6.00,2930.00,7878.00,3698.00,1145.00,18.70,50.30,23.60,7.30,,,
47131,TN,Obion County,7,8,7,8,11429.00,4430.00,1022.00,916.00,64.20,24.90,5.70,5.10,9817.00,7247.00,1556.00,1435.00,49.00,36.10,7.80,7.20,8095.00,7845.00,3183.00,1780.00,38.70,37.50,15.20,8.50,6412.00,9143.00,4288.00,2276.00,29.00,41.30,19.40,10.30,3541.00,9580.00,5057.00,3194.00,16.60,44.80,23.70,14.90,,,
47133,TN,Overton County,7,8,7,8,6876.00,1085.00,292.00,259.00,80.80,12.70,3.40,3.00,6921.00,2642.00,477.00,632.00,64.90,24.80,4.50,5.90,6521.00,3318.00,1027.00,804.00,55.90,28.40,8.80,6.90,5644.00,5205.00,1760.00,1142.00,41.00,37.90,12.80,8.30,3146.00,6963.00,3268.00,2019.00,20.40,45.20,21.20,13.10,,,
47135,TN,Perry County,8,4,8,4,2465.00,619.00,103.00,86.00,75.30,18.90,3.10,2.60,2159.00,1237.00,267.00,147.00,56.70,32.50,7.00,3.90,2096.00,1489.00,539.00,308.00,47.30,33.60,12.20,6.90,1888.00,1996.00,954.00,371.00,36.20,38.30,18.30,7.10,1439.00,1976.00,1514.00,642.00,25.80,35.50,27.20,11.50,,,
47137,TN,Pickett County,9,10,9,10,1746.00,302.00,51.00,87.00,79.90,13.80,2.30,4.00,1712.00,671.00,151.00,155.00,63.70,25.00,5.60,5.80,1655.00,907.00,216.00,277.00,54.20,29.70,7.10,9.10,1286.00,1367.00,499.00,314.00,37.10,39.40,14.40,9.10,906.00,1563.00,1021.00,332.00,23.70,40.90,26.70,8.70,,,
47139,TN,Polk County,3,2,3,2,4547.00,1418.00,255.00,268.00,70.10,21.90,3.90,4.10,4714.00,2265.00,483.00,482.00,59.30,28.50,6.10,6.10,4376.00,2601.00,1481.00,522.00,48.70,29.00,16.50,5.80,4196.00,4179.00,1904.00,834.00,37.80,37.60,17.10,7.50,2402.00,4772.00,3680.00,1344.00,19.70,39.10,30.20,11.00,,,
47141,TN,Putnam County,4,3,4,3,12475.00,3272.00,1214.00,1465.00,67.70,17.80,6.60,8.00,13271.00,6878.00,2655.00,3743.00,50.00,25.90,10.00,14.10,11583.00,9381.00,5206.00,5300.00,36.80,29.80,16.50,16.80,10813.00,12642.00,7969.00,7979.00,27.40,32.10,20.20,20.20,6860.00,18133.00,11564.00,12473.00,14.00,37.00,23.60,25.40,,,
47143,TN,Rhea County,6,6,6,5,6244.00,2169.00,417.00,413.00,67.60,23.50,4.50,4.50,7255.00,4178.00,1210.00,1109.00,52.80,30.40,8.80,8.10,6864.00,4990.00,2408.00,1330.00,44.00,32.00,15.40,8.50,6561.00,6462.00,4157.00,1714.00,34.70,34.20,22.00,9.10,4785.00,8192.00,5728.00,3349.00,21.70,37.10,26.00,15.20,,,
47145,TN,Roane County,4,5,2,2,13292.00,5370.00,1429.00,1469.00,61.70,24.90,6.60,6.80,13538.00,9430.00,3407.00,3121.00,45.90,32.00,11.60,10.60,10652.00,10610.00,6459.00,4222.00,33.30,33.20,20.20,13.20,9201.00,13160.00,8715.00,5379.00,25.20,36.10,23.90,14.80,4608.00,14447.00,12303.00,7579.00,11.80,37.10,31.60,19.50,,,
47147,TN,Robertson County,1,1,1,1,10481.00,4354.00,917.00,692.00,63.70,26.50,5.60,4.20,10309.00,7956.00,1913.00,1480.00,47.60,36.70,8.80,6.80,9168.00,10121.00,4701.00,2559.00,34.50,38.10,17.70,9.60,8874.00,13742.00,8453.00,4183.00,25.20,39.00,24.00,11.90,5856.00,18263.00,14066.00,8712.00,12.50,38.90,30.00,18.60,,,
47149,TN,Rutherford County,1,1,1,1,15745.00,8307.00,2880.00,2950.00,52.70,27.80,9.60,9.90,17025.00,16149.00,5834.00,6757.00,37.20,35.30,12.70,14.80,18318.00,21803.00,16892.00,13092.00,26.10,31.10,24.10,18.70,20042.00,34966.00,29699.00,25206.00,18.20,31.80,27.00,22.90,16820.00,54236.00,59409.00,61339.00,8.80,28.30,31.00,32.00,,,
47151,TN,Scott County,6,6,6,6,6007.00,982.00,389.00,244.00,78.80,12.90,5.10,3.20,6522.00,2941.00,474.00,531.00,62.30,28.10,4.50,5.10,5409.00,3890.00,1059.00,736.00,48.80,35.10,9.50,6.60,5303.00,5133.00,2035.00,1009.00,39.30,38.10,15.10,7.50,3160.00,6699.00,3632.00,1392.00,21.20,45.00,24.40,9.40,,,
47153,TN,Sequatchie County,2,2,2,2,2383.00,736.00,122.00,94.00,71.50,22.10,3.70,2.80,2983.00,1400.00,244.00,279.00,60.80,28.50,5.00,5.70,2750.00,1761.00,718.00,431.00,48.60,31.10,12.70,7.60,2535.00,2932.00,1367.00,776.00,33.30,38.50,18.00,10.20,1839.00,4114.00,3023.00,1531.00,17.50,39.20,28.80,14.60,,,
47155,TN,Sevier County,4,5,4,5,10679.00,3514.00,1044.00,755.00,66.80,22.00,6.50,4.70,12336.00,7848.00,2619.00,2327.00,49.10,31.20,10.40,9.30,12599.00,11038.00,6752.00,3682.00,37.00,32.40,19.80,10.80,12413.00,17768.00,12059.00,6603.00,25.40,36.40,24.70,13.50,11002.00,24905.00,20759.00,11714.00,16.10,36.40,30.40,17.10,,,
47157,TN,Shelby County,1,1,1,1,181476.00,110068.00,37106.00,36225.00,49.70,30.20,10.20,9.90,148026.00,146979.00,69843.00,68875.00,34.10,33.90,16.10,15.90,126401.00,138063.00,138076.00,105711.00,24.90,27.20,27.20,20.80,107262.00,146104.00,163689.00,141001.00,19.20,26.20,29.30,25.30,72057.00,167979.00,180080.00,189720.00,11.80,27.50,29.50,31.10,,,
47159,TN,Smith County,1,1,1,1,5473.00,1451.00,332.00,277.00,72.70,19.30,4.40,3.70,5217.00,2740.00,643.00,560.00,57.00,29.90,7.00,6.10,4289.00,3333.00,1172.00,569.00,45.80,35.60,12.50,6.10,3836.00,4780.00,2090.00,1092.00,32.50,40.50,17.70,9.30,1997.00,6304.00,3481.00,1663.00,14.90,46.90,25.90,12.40,,,
47161,TN,Stewart County,3,2,8,7,3333.00,765.00,165.00,138.00,75.70,17.40,3.70,3.10,3262.00,1668.00,270.00,308.00,59.20,30.30,4.90,5.60,2695.00,2347.00,1003.00,505.00,41.10,35.80,15.30,7.70,2181.00,3568.00,1874.00,863.00,25.70,42.00,22.10,10.20,1370.00,4044.00,2696.00,1415.00,14.40,42.50,28.30,14.90,,,
47163,TN,Sullivan County,3,2,2,2,38445.00,19812.00,6520.00,6512.00,53.90,27.80,9.10,9.10,38172.00,28138.00,10832.00,11700.00,43.00,31.70,12.20,13.20,32361.00,30267.00,19680.00,15209.00,33.20,31.00,20.20,15.60,26333.00,35827.00,26770.00,19675.00,24.20,33.00,24.60,18.10,15302.00,39550.00,33055.00,25934.00,13.40,34.70,29.00,22.80,,,
47165,TN,Sumner County,1,1,1,1,17930.00,8168.00,2537.00,2045.00,58.40,26.60,8.30,6.70,19533.00,17678.00,6439.00,5830.00,39.50,35.70,13.00,11.80,19219.00,20901.00,15911.00,9446.00,29.40,31.90,24.30,14.40,17377.00,27467.00,24860.00,15947.00,20.30,32.10,29.00,18.60,12315.00,38135.00,39067.00,33020.00,10.10,31.10,31.90,26.90,,,
47167,TN,Tipton County,1,1,1,1,10017.00,2967.00,608.00,482.00,71.20,21.10,4.30,3.40,9563.00,5908.00,1559.00,1059.00,52.90,32.70,8.60,5.90,8597.00,8356.00,4021.00,1505.00,38.20,37.20,17.90,6.70,8100.00,11691.00,8621.00,3444.00,25.40,36.70,27.10,10.80,5356.00,15694.00,12945.00,6809.00,13.10,38.50,31.70,16.70,,,
47169,TN,Trousdale County,1,1,1,1,2301.00,496.00,161.00,90.00,75.50,16.30,5.30,3.00,2186.00,1083.00,265.00,256.00,57.70,28.60,7.00,6.80,2068.00,1123.00,488.00,277.00,52.30,28.40,12.30,7.00,1874.00,1707.00,838.00,433.00,38.60,35.20,17.30,8.90,1307.00,2291.00,1879.00,1108.00,19.80,34.80,28.50,16.80,,,
47171,TN,Unicoi County,3,2,3,2,5845.00,1741.00,687.00,443.00,67.10,20.00,7.90,5.10,5609.00,2854.00,982.00,792.00,54.80,27.90,9.60,7.70,4632.00,3792.00,1968.00,1087.00,40.40,33.00,17.10,9.50,4122.00,4579.00,2690.00,1353.00,32.30,35.90,21.10,10.60,2031.00,5332.00,3859.00,1953.00,15.40,40.50,29.30,14.80,,,
47173,TN,Union County,2,2,2,2,3925.00,688.00,177.00,79.00,80.60,14.10,3.60,1.60,4261.00,1924.00,305.00,187.00,63.80,28.80,4.60,2.80,4672.00,2550.00,979.00,382.00,54.40,29.70,11.40,4.50,5084.00,4134.00,1745.00,669.00,43.70,35.50,15.00,5.80,3236.00,6263.00,2954.00,1162.00,23.80,46.00,21.70,8.50,,,
47175,TN,Van Buren County,9,10,9,10,1632.00,339.00,61.00,34.00,79.00,16.40,3.00,1.60,1659.00,780.00,149.00,135.00,60.90,28.60,5.50,5.00,1610.00,1126.00,234.00,128.00,52.00,36.30,7.60,4.10,1419.00,1586.00,442.00,291.00,38.00,42.40,11.80,7.80,855.00,2115.00,914.00,363.00,20.10,49.80,21.50,8.50,,,
47177,TN,Warren County,6,3,6,3,10015.00,3729.00,832.00,617.00,65.90,24.50,5.50,4.10,10046.00,6600.00,1556.00,1307.00,51.50,33.80,8.00,6.70,9262.00,7482.00,3060.00,1748.00,43.00,34.70,14.20,8.10,8416.00,10090.00,4839.00,2346.00,32.80,39.30,18.80,9.10,5794.00,11915.00,6133.00,3879.00,20.90,43.00,22.10,14.00,,,
47179,TN,Washington County,3,2,3,2,23398.00,9491.00,4116.00,3818.00,57.30,23.20,10.10,9.40,22451.00,14937.00,7142.00,7857.00,42.90,28.50,13.60,15.00,19134.00,17250.00,12766.00,11422.00,31.60,28.50,21.10,18.90,16625.00,21174.00,18462.00,16686.00,22.80,29.00,25.30,22.90,9861.00,24962.00,23877.00,28075.00,11.40,28.80,27.50,32.40,,,
47181,TN,Wayne County,8,6,8,6,5229.00,1186.00,154.00,160.00,77.70,17.60,2.30,2.40,5001.00,2334.00,393.00,408.00,61.50,28.70,4.80,5.00,4401.00,3393.00,745.00,448.00,49.00,37.80,8.30,5.00,4541.00,4457.00,1792.00,943.00,38.70,38.00,15.30,8.00,2477.00,5417.00,2939.00,1363.00,20.30,44.40,24.10,11.20,,,
47183,TN,Weakley County,7,9,7,8,10928.00,3491.00,936.00,963.00,67.00,21.40,5.70,5.90,10211.00,5109.00,1589.00,1837.00,54.50,27.30,8.50,9.80,8483.00,6078.00,3091.00,2025.00,43.10,30.90,15.70,10.30,6517.00,7848.00,4182.00,3361.00,29.70,35.80,19.10,15.30,3368.00,8156.00,5332.00,4629.00,15.70,38.00,24.80,21.50,,,
47185,TN,White County,7,9,7,9,6986.00,1764.00,418.00,266.00,74.10,18.70,4.40,2.80,7063.00,3597.00,693.00,789.00,58.20,29.60,5.70,6.50,6306.00,4668.00,1487.00,1025.00,46.80,34.60,11.00,7.60,5570.00,6171.00,2809.00,1256.00,35.20,39.00,17.80,7.90,3330.00,8103.00,4703.00,2525.00,17.80,43.40,25.20,13.50,,,
47187,TN,Williamson County,1,1,1,1,10365.00,4958.00,1676.00,1852.00,55.00,26.30,8.90,9.80,10626.00,10327.00,5175.00,8073.00,31.10,30.20,15.10,23.60,9377.00,11902.00,12688.00,17685.00,18.20,23.00,24.60,34.20,8116.00,16179.00,21122.00,36203.00,9.90,19.80,25.90,44.40,6286.00,19139.00,32654.00,83611.00,4.40,13.50,23.00,59.00,,,
47189,TN,Wilson County,1,1,1,1,12562.00,5579.00,1458.00,1159.00,60.50,26.90,7.00,5.60,12851.00,12470.00,3884.00,3881.00,38.80,37.70,11.70,11.70,12399.00,14295.00,9881.00,6741.00,28.60,33.00,22.80,15.60,11213.00,19914.00,16055.00,11501.00,19.10,33.90,27.40,19.60,8013.00,27216.00,27862.00,27857.00,8.80,29.90,30.60,30.60,,,
48000,TX,Texas,,,,,3060636.00,1458297.00,665746.00,632476.00,52.60,25.10,11.40,10.90,2969790.00,2285510.00,1347880.00,1340981.00,37.40,28.80,17.00,16.90,2872559.00,2640162.00,2702979.00,2094905.00,27.90,25.60,26.20,20.30,3114561.00,3176743.00,3527296.00,2972293.00,24.30,24.80,27.60,23.20,2993432.00,4448881.00,5153577.00,5219469.00,16.80,25.00,28.90,29.30,,,
48001,TX,Anderson County,5,8,7,8,10833.00,3749.00,1364.00,1096.00,63.60,22.00,8.00,6.40,11066.00,6542.00,3249.00,1910.00,48.60,28.70,14.30,8.40,10098.00,9655.00,8521.00,2966.00,32.30,30.90,27.30,9.50,13713.00,10869.00,9651.00,4273.00,35.60,28.20,25.10,11.10,8351.00,15224.00,13503.00,4931.00,19.90,36.20,32.10,11.70,,,
48003,TX,Andrews County,6,5,6,5,2666.00,1787.00,567.00,443.00,48.80,32.70,10.40,8.10,3153.00,2053.00,1058.00,773.00,44.80,29.20,15.00,11.00,3182.00,2274.00,1933.00,803.00,38.80,27.80,23.60,9.80,2504.00,2548.00,1795.00,968.00,32.00,32.60,23.00,12.40,2695.00,3898.00,2914.00,1103.00,25.40,36.70,27.50,10.40,,,
48005,TX,Angelina County,5,8,5,8,16446.00,6288.00,2006.00,1946.00,61.60,23.60,7.50,7.30,16737.00,10393.00,4941.00,4010.00,46.40,28.80,13.70,11.10,14965.00,12309.00,10092.00,5699.00,34.70,28.60,23.40,13.20,14465.00,14758.00,13690.00,7377.00,28.80,29.30,27.20,14.70,10826.00,18265.00,18808.00,9344.00,18.90,31.90,32.90,16.30,,,
48007,TX,Aransas County,2,2,2,2,2892.00,1369.00,708.00,282.00,55.10,26.10,13.50,5.40,3694.00,2759.00,1287.00,1059.00,42.00,31.40,14.60,12.00,3973.00,3466.00,2916.00,1750.00,32.80,28.60,24.10,14.50,3988.00,4579.00,4538.00,2623.00,25.40,29.10,28.90,16.70,2742.00,5392.00,6066.00,3936.00,15.10,29.70,33.40,21.70,,,
48009,TX,Archer County,3,2,3,2,1866.00,992.00,364.00,185.00,54.80,29.10,10.70,5.40,1885.00,1511.00,605.00,359.00,43.20,34.70,13.90,8.20,1419.00,1896.00,1204.00,633.00,27.50,36.80,23.40,12.30,1083.00,2063.00,1671.00,912.00,18.90,36.00,29.20,15.90,558.00,2057.00,2117.00,1449.00,9.00,33.30,34.30,23.40,,,
48011,TX,Armstrong County,3,2,2,2,698.00,259.00,174.00,89.00,57.20,21.20,14.30,7.30,448.00,431.00,257.00,189.00,33.80,32.50,19.40,14.30,305.00,438.00,418.00,190.00,22.60,32.40,30.90,14.10,257.00,405.00,497.00,299.00,17.60,27.80,34.10,20.50,164.00,345.00,576.00,328.00,11.60,24.40,40.80,23.20,,,
48013,TX,Atascosa County,1,1,1,1,6483.00,2013.00,660.00,566.00,66.70,20.70,6.80,5.80,7411.00,3727.00,1373.00,1188.00,54.10,27.20,10.00,8.70,7272.00,5553.00,3337.00,1486.00,41.20,31.50,18.90,8.40,7919.00,7270.00,5178.00,2384.00,34.80,32.00,22.80,10.50,7032.00,12335.00,7439.00,4110.00,22.70,39.90,24.10,13.30,,,
48015,TX,Austin County,1,1,1,1,6388.00,1382.00,622.00,359.00,73.00,15.80,7.10,4.10,6011.00,2900.00,1295.00,840.00,54.40,26.30,11.70,7.60,4876.00,3762.00,2592.00,1791.00,37.40,28.90,19.90,13.80,3890.00,4935.00,3805.00,2650.00,25.50,32.30,24.90,17.30,3402.00,5906.00,6086.00,4740.00,16.90,29.30,30.20,23.50,,,
48017,TX,Bailey County,7,11,7,9,2434.00,1289.00,308.00,362.00,55.40,29.30,7.00,8.20,2263.00,1225.00,547.00,397.00,51.10,27.60,12.30,9.00,1960.00,1275.00,829.00,326.00,44.60,29.00,18.90,7.40,1523.00,1249.00,821.00,367.00,38.50,31.50,20.70,9.30,1142.00,1553.00,932.00,780.00,25.90,35.20,21.10,17.70,,,
48019,TX,Bandera County,1,1,1,1,1823.00,779.00,287.00,204.00,58.90,25.20,9.30,6.60,1683.00,1743.00,700.00,667.00,35.10,36.40,14.60,13.90,1749.00,2455.00,2042.00,1270.00,23.30,32.70,27.20,16.90,1869.00,3924.00,4110.00,2384.00,15.20,31.90,33.40,19.40,1781.00,5301.00,5626.00,3970.00,10.70,31.80,33.70,23.80,,,
48021,TX,Bastrop County,1,1,1,1,7460.00,1682.00,595.00,477.00,73.00,16.50,5.80,4.70,7582.00,3972.00,1810.00,1514.00,51.00,26.70,12.20,10.20,7758.00,7851.00,5573.00,3255.00,31.70,32.10,22.80,13.30,8603.00,11806.00,10493.00,6347.00,23.10,31.70,28.20,17.00,10334.00,15984.00,17027.00,11083.00,19.00,29.40,31.30,20.40,,,
48023,TX,Baylor County,6,6,8,6,2298.00,657.00,296.00,212.00,66.40,19.00,8.50,6.10,1697.00,974.00,479.00,264.00,49.70,28.50,14.00,7.70,1141.00,1000.00,673.00,323.00,36.40,31.90,21.50,10.30,879.00,962.00,743.00,355.00,29.90,32.70,25.30,12.10,290.00,822.00,919.00,498.00,11.50,32.50,36.30,19.70,,,
48025,TX,Bee County,4,5,6,5,6393.00,2624.00,833.00,808.00,60.00,24.60,7.80,7.60,6727.00,3340.00,2035.00,1426.00,49.70,24.70,15.00,10.50,5103.00,3296.00,4339.00,1850.00,35.00,22.60,29.70,12.70,5409.00,7154.00,5494.00,2511.00,26.30,34.80,26.70,12.20,5851.00,7751.00,6380.00,2259.00,26.30,34.90,28.70,10.20,,,
48027,TX,Bell County,2,2,2,2,26673.00,15651.00,6323.00,5307.00,49.40,29.00,11.70,9.80,25900.00,26285.00,14000.00,12425.00,32.90,33.40,17.80,15.80,22649.00,32798.00,34357.00,18606.00,20.90,30.30,31.70,17.20,21081.00,37714.00,51427.00,27208.00,15.30,27.40,37.40,19.80,19504.00,53563.00,83008.00,50770.00,9.40,25.90,40.10,24.50,,,
48029,TX,Bexar County,1,1,1,1,211225.00,103764.00,44170.00,41531.00,52.70,25.90,11.00,10.40,196198.00,154249.00,96468.00,84968.00,36.90,29.00,18.10,16.00,192804.00,173097.00,200651.00,139077.00,27.30,24.50,28.40,19.70,195880.00,206345.00,254325.00,192454.00,23.10,24.30,30.00,22.70,197870.00,308714.00,379838.00,337748.00,16.20,25.20,31.00,27.60,,,
48031,TX,Blanco County,8,4,8,4,1541.00,549.00,128.00,87.00,66.90,23.80,5.60,3.80,1426.00,819.00,466.00,408.00,45.70,26.30,14.90,13.10,1263.00,1300.00,970.00,529.00,31.10,32.00,23.90,13.00,1145.00,1794.00,1650.00,1306.00,19.40,30.40,28.00,22.20,791.00,2433.00,2942.00,2297.00,9.30,28.70,34.80,27.10,,,
48033,TX,Borden County,9,10,8,7,246.00,79.00,24.00,102.00,54.50,17.50,5.30,22.60,245.00,136.00,65.00,56.00,48.80,27.10,12.90,11.20,153.00,156.00,131.00,92.00,28.80,29.30,24.60,17.30,79.00,161.00,145.00,105.00,16.10,32.90,29.60,21.40,32.00,121.00,148.00,162.00,6.90,26.10,32.00,35.00,,,
48035,TX,Bosque County,6,6,6,4,4985.00,1605.00,595.00,500.00,64.90,20.90,7.70,6.50,4855.00,2294.00,1321.00,910.00,51.80,24.50,14.10,9.70,3792.00,3399.00,2212.00,1144.00,36.00,32.20,21.00,10.80,2876.00,3814.00,3387.00,1833.00,24.10,32.00,28.40,15.40,1941.00,4638.00,4007.00,2403.00,14.90,35.70,30.80,18.50,,,
48037,TX,Bowie County,3,2,3,2,20575.00,10824.00,3973.00,2826.00,53.90,28.30,10.40,7.40,17975.00,14811.00,6816.00,5258.00,40.10,33.00,15.20,11.70,14608.00,16285.00,14016.00,7496.00,27.90,31.10,26.70,14.30,13347.00,18711.00,17229.00,9480.00,22.70,31.80,29.30,16.10,7515.00,22063.00,21285.00,12626.00,11.80,34.80,33.50,19.90,,,
48039,TX,Brazoria County,1,1,1,1,26117.00,17512.00,6754.00,5589.00,46.70,31.30,12.10,10.00,32171.00,30616.00,17133.00,12533.00,34.80,33.10,18.50,13.60,28921.00,34815.00,36303.00,17832.00,24.50,29.50,30.80,15.10,31153.00,41412.00,49821.00,29858.00,20.50,27.20,32.70,19.60,28305.00,58155.00,75317.00,68439.00,12.30,25.30,32.70,29.70,,,
48041,TX,Brazos County,3,2,3,2,11589.00,4915.00,3178.00,5806.00,45.50,19.30,12.50,22.80,12192.00,8377.00,6284.00,12552.00,30.90,21.30,15.90,31.90,11462.00,11891.00,13139.00,20372.00,20.20,20.90,23.10,35.80,13206.00,14214.00,17136.00,26152.00,18.70,20.10,24.20,37.00,15388.00,22639.00,30181.00,47079.00,13.30,19.60,26.20,40.80,,,
48043,TX,Brewster County,7,11,7,11,1668.00,589.00,530.00,527.00,50.30,17.80,16.00,15.90,1315.00,886.00,892.00,950.00,32.50,21.90,22.10,23.50,1423.00,1066.00,1330.00,1484.00,26.80,20.10,25.10,28.00,1182.00,1163.00,1647.00,1527.00,21.40,21.10,29.80,27.70,992.00,1370.00,1718.00,2652.00,14.70,20.40,25.50,39.40,,,
48045,TX,Briscoe County,9,12,9,12,914.00,432.00,150.00,119.00,56.60,26.70,9.30,7.40,737.00,445.00,260.00,126.00,47.00,28.40,16.60,8.00,490.00,375.00,306.00,153.00,37.00,28.30,23.10,11.60,298.00,359.00,317.00,207.00,25.20,30.40,26.80,17.50,148.00,366.00,333.00,249.00,13.50,33.40,30.40,22.70,,,
48047,TX,Brooks County,6,6,7,9,2714.00,664.00,309.00,266.00,68.70,16.80,7.80,6.70,2725.00,1012.00,450.00,407.00,59.30,22.00,9.80,8.90,2574.00,1016.00,826.00,313.00,54.40,21.50,17.50,6.60,2365.00,1103.00,926.00,323.00,50.10,23.40,19.60,6.80,1240.00,1139.00,1033.00,731.00,29.90,27.50,24.90,17.60,,,
48049,TX,Brown County,5,8,5,8,9187.00,3279.00,1871.00,1495.00,58.00,20.70,11.80,9.40,8496.00,6027.00,2883.00,2437.00,42.80,30.40,14.50,12.30,7175.00,6839.00,4805.00,2976.00,32.90,31.40,22.00,13.70,6095.00,8401.00,5913.00,3607.00,25.40,35.00,24.60,15.00,3564.00,9180.00,8006.00,4972.00,13.90,35.70,31.10,19.30,,,
48051,TX,Burleson County,3,2,3,2,4286.00,1086.00,344.00,277.00,71.50,18.10,5.70,4.60,4371.00,2039.00,556.00,610.00,57.70,26.90,7.30,8.10,3683.00,2980.00,1314.00,838.00,41.80,33.80,14.90,9.50,3117.00,4044.00,2201.00,1425.00,28.90,37.50,20.40,13.20,2168.00,4864.00,3244.00,2120.00,17.50,39.20,26.20,17.10,,,
48053,TX,Burnet County,6,4,6,4,4563.00,1751.00,612.00,593.00,60.70,23.30,8.10,7.90,5806.00,3422.00,1607.00,1186.00,48.30,28.50,13.40,9.90,4840.00,4973.00,3676.00,2194.00,30.90,31.70,23.40,14.00,5202.00,7607.00,6545.00,4082.00,22.20,32.50,27.90,17.40,3813.00,9992.00,10238.00,8072.00,11.90,31.10,31.90,25.10,,,
48055,TX,Caldwell County,1,1,1,1,6890.00,1875.00,679.00,652.00,68.20,18.60,6.70,6.50,6608.00,3077.00,1449.00,1381.00,52.80,24.60,11.60,11.00,6174.00,4623.00,3063.00,1700.00,39.70,29.70,19.70,10.90,5836.00,7075.00,4729.00,2697.00,28.70,34.80,23.30,13.30,5627.00,9883.00,7071.00,3914.00,21.20,37.30,26.70,14.80,,,
48057,TX,Calhoun County,3,2,6,5,4572.00,2418.00,841.00,661.00,53.80,28.50,9.90,7.80,4951.00,3177.00,1497.00,1074.00,46.30,29.70,14.00,10.00,4237.00,3824.00,2585.00,1200.00,35.80,32.30,21.80,10.10,4029.00,4313.00,3100.00,1570.00,31.00,33.10,23.80,12.10,2788.00,4819.00,4699.00,2169.00,19.30,33.30,32.50,15.00,,,
48059,TX,Callahan County,3,2,3,2,3397.00,1126.00,561.00,273.00,63.40,21.00,10.50,5.10,3216.00,2166.00,995.00,697.00,45.50,30.60,14.10,9.90,2464.00,2906.00,1728.00,768.00,31.30,36.90,22.00,9.80,1794.00,3299.00,2500.00,1065.00,20.70,38.10,28.90,12.30,1139.00,3659.00,3000.00,1839.00,11.80,38.00,31.10,19.10,,,
48061,TX,Cameron County,2,2,2,2,42191.00,11869.00,5986.00,4793.00,65.10,18.30,9.20,7.40,59058.00,21574.00,13536.00,10994.00,56.20,20.50,12.90,10.50,69840.00,27591.00,25540.00,16732.00,50.00,19.70,18.30,12.00,83716.00,37615.00,40748.00,24985.00,44.80,20.10,21.80,13.40,80565.00,63733.00,58823.00,42411.00,32.80,26.00,24.00,17.30,,,
48063,TX,Camp County,6,6,6,6,3104.00,970.00,345.00,248.00,66.50,20.80,7.40,5.30,2778.00,1756.00,693.00,419.00,49.20,31.10,12.30,7.40,2369.00,2146.00,1376.00,652.00,36.20,32.80,21.00,10.00,2279.00,2439.00,1847.00,909.00,30.50,32.60,24.70,12.20,1290.00,2981.00,2524.00,1550.00,15.50,35.70,30.20,18.60,,,
